00001, -88.8657,  34.3495,     155.
00002, -88.8339,  34.2268,       8.
00003, -88.8485,  34.4725,     142.
00004, -88.8374,  34.1336,      69.
00005, -88.8565,  34.3929,     138.
00006, -88.8529,  34.3147,     112.
00007, -88.8621,  34.2467,      96.
00008, -88.8534,  34.3359,      74.
00009, -88.8549,  34.2326,      74.
00010, -88.8533,  34.2325,      64.
00011, -88.8550,  34.3249,      34.
00012, -88.8542,  34.2542,      87.
00013, -88.8521,  34.3941,     161.
00014, -88.8608,  34.2945,     113.
00015, -88.8199,  34.2505,      24.
00016, -88.8531,  34.3537,      93.
00017, -88.8407,  34.3678,     183.
00018, -88.8539,  34.1555,     115.
00019, -88.8569,  34.3185,     120.
00020, -88.8474,  34.2826,     140.
00021, -88.8490,  34.2383,     107.
00022, -88.8397,  34.2318,      28.
00023, -88.8336,  34.1752,      96.
00024, -88.8447,  34.3636,     115.
00025, -88.8472,  34.3350,     137.
00026, -88.8506,  34.3249,     149.
00027, -88.8459,  34.1437,      86.
00028, -88.8545,  34.1037,      63.
00029, -88.8497,  34.2360,      45.
00030, -88.8423,  34.4329,     118.
00031, -88.8399,  34.0911,       6.
00032, -88.8435,  34.3259,      69.
00033, -88.8376,  34.0478,      65.
00034, -88.8315,  34.1381,      40.
00035, -88.8455,  34.1067,      35.
00036, -88.8507,  34.1014,      86.
00037, -88.8346,  34.1982,      73.
00038, -88.7948,  34.0568,      27.
00039, -88.8554,  34.1213,     114.
00040, -88.8378,  34.1950,      16.
00041, -88.8336,  34.3248,     134.
00042, -88.8406,  34.2664,     112.
00043, -88.8065,  34.0334,      48.
00044, -88.7715,  34.0859,      56.
00045, -88.8341,  34.1452,      48.
00046, -88.8006,  34.0296,      55.
00047, -88.8164,  34.1852,      76.
00048, -88.8307,  34.3269,     118.
00049, -88.8425,  34.1997,      68.
00050, -88.8255,  34.2797,     117.
00051, -88.8268,  34.2822,     113.
00052, -88.8267,  34.2340,     148.
00053, -88.8412,  34.2090,     152.
00054, -88.8203,  34.3100,     142.
00055, -88.8295,  34.2022,     100.
00056, -88.8328,  34.2492,      94.
00057, -88.8238,  34.2967,     177.
00058, -88.8286,  34.2575,      64.
00059, -88.8276,  34.2336,     124.
00060, -88.8275,  34.2381,      82.
00061, -88.8223,  34.1929,      98.
00062, -88.7911,  34.2560,       6.
00063, -88.8224,  34.1008,     125.
00064, -88.8201,  34.2278,     118.
00065, -88.8218,  34.2307,     127.
00066, -88.8239,  34.2841,     128.
00067, -88.8192,  34.1743,      68.
00068, -88.7842,  33.9349,      34.
00069, -88.8233,  34.3678,      88.
00070, -88.8191,  34.0356,      97.
00071, -88.8188,  34.3382,     117.
00072, -88.8149,  34.0821,      99.
00073, -88.7964,  34.0640,      30.
00074, -88.8146,  34.0363,      67.
00075, -88.8161,  34.1284,     113.
00076, -88.7520,  34.0449,      47.
00077, -88.8091,  33.9869,     112.
00078, -88.7940,  34.1256,      36.
00079, -88.8184,  34.2661,     105.
00080, -88.8143,  33.9885,     116.
00081, -88.8055,  34.2348,     153.
00082, -88.8087,  34.0850,     115.
00083, -88.7987,  33.9555,      48.
00084, -88.8017,  34.1853,     144.
00085, -88.8074,  34.2560,     123.
00086, -88.8138,  34.1641,     127.
00087, -88.7902,  34.1515,      36.
00088, -88.8042,  34.3101,     171.
00089, -88.7901,  34.1250,      59.
00090, -88.8116,  34.0392,      92.
00091, -88.7784,  33.9727,      46.
00092, -88.7730,  34.0084,      53.
00093, -88.8018,  34.0663,      68.
00094, -88.7856,  34.0907,      59.
00095, -88.7027,  33.8420,      37.
00096, -88.7898,  33.9600,      57.
00097, -88.7985,  34.1391,      25.
00098, -88.7935,  34.1278,     106.
00099, -88.8015,  34.1417,     124.
00100, -88.8096,  34.1159,     116.
END
