"particle_no","lon","lat","height","hour"
"00010",-89.4341,36.3009,333,23
"00011",-89.1499,36.3448,651,23
"00012",-89.2962,36.3126,148,23
"00013",-89.079,36.6385,696,23
"00014",-89.1741,36.5542,393,23
"00015",-89.1429,36.3445,431,23
"00016",-89.1746,36.6191,171,23
"00017",-88.9746,36.9527,399,23
"00018",-89.2844,36.2186,560,23
"00019",-89.5727,36.5497,187,23
"00020",-89.2196,36.3342,258,23
"00021",-89.3765,36.2906,489,23
"00022",-89.3585,36.3062,45,23
"00023",-89.093,36.4572,486,23
"00024",-89.0315,36.653,426,23
"00025",-88.9666,36.7358,590,23
"00026",-89.3097,36.4364,318,23
"00027",-89.4299,36.1707,119,23
"00028",-89.4219,36.174,550,23
"00029",-89.3417,36.2592,361,23
"00030",-89.1626,36.7542,571,23
"00031",-89.0924,36.1308,904,23
"00032",-89.3543,36.5784,317,23
"00033",-89.47,36.0596,549,23
"00034",-89.4695,36.1075,640,23
"00035",-89.6078,35.9443,510,23
"00036",-89.4049,36.3282,592,23
"00037",-89.2119,36.4563,461,23
"00038",-89.2941,36.0333,136,23
"00039",-89.525,36.0058,89,23
"00040",-89.3442,36.2058,85,23
"00041",-89.0436,36.681,542,23
"00042",-89.4949,36.3448,266,23
"00043",-89.4657,35.8861,351,23
"00044",-89.1776,36.1495,558,23
"00045",-89.4455,36.1247,38,23
"00046",-89.4416,36.0089,273,23
"00047",-89.2417,36.2866,237,23
"00048",-89.1153,36.5189,104,23
"00049",-89.4253,36.1953,613,23
"00050",-89.462,36.542,699,23
"00051",-89.098,36.7117,254,23
"00052",-89.3538,36.4938,629,23
"00053",-89.2639,36.449,559,23
"00054",-88.9537,36.6613,636,23
"00055",-89.1013,36.4986,746,23
"00056",-89.4631,36.274,37,23
"00057",-89.2477,36.5923,795,23
"00058",-89.0931,36.4672,569,23
"00059",-88.9619,36.7316,1006,23
"00060",-89.3004,36.3352,932,23
"00061",-89.5218,36.3144,483,23
"00062",-89.2456,36.1689,244,23
"00063",-89.6082,36.1104,207,23
"00064",-89.4015,36.3243,466,23
"00065",-89.0019,36.5521,314,23
"00066",-89.4239,36.3185,39,23
"00067",-89.596,36.0285,228,23
"00068",-89.1605,36.0583,836,23
"00069",-89.5187,36.382,82,23
"00070",-89.3659,36.2413,308,23
"00071",-89.2169,36.4341,339,23
"00072",-89.2217,36.2092,862,23
"00073",-89.4796,35.812,4,23
"00074",-89.1705,36.2399,813,23
"00075",-89.0213,36.4465,775,23
"00076",-89.2371,36.0428,481,23
"00077",-89.2408,36.2161,529,23
"00078",-89.3864,36.1385,293,23
"00079",-89.3426,36.3391,375,23
"00080",-89.3632,36.1121,33,23
"00081",-88.8001,36.7832,521,23
"00082",-89.452,36.1033,423,23
"00083",-89.2488,36.0561,569,23
"00084",-88.9628,36.6044,832,23
"00085",-88.9971,36.524,601,23
"00086",-89.0723,36.4206,637,23
"00087",-89.2769,36.1817,452,23
"00088",-88.9405,36.7377,398,23
"00089",-89.2135,36.1556,38,23
"00090",-89.4533,36.0316,265,23
"00091",-89.3024,35.8985,715,23
"00092",-89.3251,35.9605,89,23
"00093",-89.2922,36.0783,313,23
"00094",-89.2216,36.1081,282,23
"00095",-89.4963,35.6151,393,23
"00096",-89.196,36.0805,810,23
"00097",-89.0755,36.351,394,23
"00098",-89.4111,36.1087,27,23
"00099",-89.1035,36.3952,144,23
"00100",-89.4611,36.0613,340,23
"END",NA,NA,NA,23
"00001",-89.2158,37.336,685,24
"00002",-89.277,36.657,757,24
"00003",-89.6325,36.9132,376,24
"00004",-89.2343,36.6186,605,24
"00005",-88.9174,36.9585,488,24
"00006",-88.7773,37.1343,930,24
"00007",-89.6136,36.5145,458,24
"00008",-88.9746,36.9483,129,24
"00009",-89.358,36.7912,353,24
"00010",-89.4935,36.5627,467,24
"00011",-89.1146,36.6786,606,24
"00012",-89.3915,36.5315,117,24
"00013",-89.0354,36.9907,547,24
"00014",-89.2094,36.8415,258,24
"00015",-89.1555,36.6318,501,24
"00016",-89.2674,36.836,290,24
"00017",-89.0129,37.2406,460,24
"00018",-89.2816,36.5386,531,24
"00019",-89.6902,36.7999,159,24
"00020",-89.2918,36.5408,371,24
"00021",-89.3831,36.6094,463,24
"00022",-89.4771,36.4948,76,24
"00023",-89.1096,36.7597,412,24
"00024",-89.0545,36.9399,256,24
"00025",-88.9547,37.0802,472,24
"00026",-89.3545,36.7051,519,24
"00027",-89.5442,36.3805,122,24
"00028",-89.4191,36.4932,662,24
"00029",-89.369,36.5251,239,24
"00030",-89.1529,37.0915,413,24
"00031",-89.0289,36.4799,762,24
"00032",-89.4185,36.8616,489,24
"00033",-89.461,36.3777,585,24
"00034",-89.4608,36.438,574,24
"00035",-89.6201,36.2514,650,24
"00036",-89.3864,36.6846,836,24
"00037",-89.2367,36.7601,344,24
"00038",-89.3859,36.2507,177,24
"00039",-89.6457,36.1857,108,24
"00040",-89.4713,36.4021,83,24
"00041",-89.0361,37.0095,373,24
"00042",-89.5916,36.5921,327,24
"00043",-89.5136,36.1344,508,24
"00044",-89.1691,36.4708,675,24
"00045",-89.5529,36.3133,5,24
"00046",-89.5056,36.2561,200,24
"00047",-89.301,36.5155,791,24
"00048",-89.2161,36.7113,119,24
"00049",-89.4087,36.5386,645,24
"00050",-89.4349,36.9152,829,24
"00051",-89.1567,36.9667,499,24
"00052",-89.3326,36.8474,744,24
"00053",-89.2433,36.7823,319,24
"00054",-88.9188,37.0032,522,24
"00055",-89.0428,36.8619,825,24
"00056",-89.5901,36.4594,74,24
"00057",-89.1852,36.9633,756,24
"00058",-89.0892,36.7841,365,24
"00059",-88.8846,37.1025,1028,24
"00060",-89.2304,36.699,827,24
"00061",-89.5264,36.6367,399,24
"00062",-89.3072,36.4097,186,24
"00063",-89.7149,36.331,370,24
"00064",-89.4109,36.6433,698,24
"00065",-89.043,36.8176,299,24
"00066",-89.5685,36.508,46,24
"00067",-89.7065,36.237,440,24
"00068",-89.1042,36.4139,633,24
"00069",-89.6201,36.5709,69,24
"00070",-89.4211,36.5027,551,24
"00071",-89.2608,36.6892,389,24
"00072",-89.157,36.5601,853,24
"00073",-89.6,35.9805,33,24
"00074",-89.114,36.5968,672,24
"00075",-88.9744,36.7944,754,24
"00076",-89.2488,36.3505,447,24
"00077",-89.2432,36.5335,204,24
"00078",-89.4559,36.4059,447,24
"00079",-89.3949,36.6153,699,24
"00080",-89.4839,36.3013,41,24
"00081",-88.7913,37.1026,270,24
"00082",-89.4651,36.3941,345,24
"00083",-89.2338,36.3832,827,24
"00084",-88.9013,36.9657,851,24
"00085",-88.9753,36.8561,293,24
"00086",-89.0508,36.7602,690,24
"00087",-89.3008,36.4742,390,24
"00088",-88.969,37.024,273,24
"00089",-89.3408,36.3489,63,24
"00090",-89.5245,36.2775,384,24
"00091",-89.2727,36.2355,810,24
"00092",-89.4431,36.1468,72,24
"00093",-89.3428,36.3296,271,24
"00094",-89.2749,36.3517,202,24
"00095",-89.5502,35.8698,321,24
"00096",-89.141,36.434,708,24
"00097",-89.1062,36.6323,527,24
"00098",-89.5199,36.3174,54,24
"00099",-89.181,36.6088,118,24
"00100",-89.5163,36.3177,682,24
"END",NA,NA,NA,24
