"particle_no","lon","lat","height","hour"
"00035",-88.6147,33.5471,87,8
"00036",-88.5965,33.5081,94,8
"00037",-88.6069,33.5789,134,8
"00038",-88.5977,33.5443,39,8
"00039",-88.6055,33.5341,77,8
"00040",-88.613,33.5998,95,8
"00041",-88.6139,33.6356,147,8
"00042",-88.6121,33.6098,131,8
"00043",-88.5957,33.519,45,8
"00044",-88.6058,33.5855,53,8
"00045",-88.6104,33.5864,67,8
"00046",-88.581,33.5059,33,8
"00047",-88.6075,33.6077,87,8
"00048",-88.6148,33.6524,150,8
"00049",-88.616,33.6082,69,8
"00050",-88.6028,33.5816,167,8
"00051",-88.6002,33.5946,124,8
"00052",-88.593,33.5591,137,8
"00053",-88.6,33.5579,105,8
"00054",-88.6085,33.6513,95,8
"00055",-88.5969,33.5766,109,8
"00056",-88.6,33.6018,132,8
"00057",-88.6001,33.5946,151,8
"00058",-88.6083,33.6345,130,8
"00059",-88.6028,33.5967,114,8
"00060",-88.6087,33.6129,132,8
"00061",-88.5824,33.5445,119,8
"00062",-88.6067,33.6491,147,8
"00063",-88.5706,33.4753,109,8
"00064",-88.5865,33.5601,135,8
"00065",-88.5862,33.5464,156,8
"00066",-88.5963,33.6155,136,8
"00067",-88.5798,33.54,138,8
"00068",-88.5495,33.4375,4,8
"00069",-88.6096,33.678,153,8
"00070",-88.5695,33.4792,55,8
"00071",-88.6011,33.6615,153,8
"00072",-88.5717,33.4994,68,8
"00073",-88.5768,33.5332,51,8
"00074",-88.5551,33.4395,105,8
"00075",-88.5688,33.4808,129,8
"00076",-88.5738,33.5493,58,8
"00077",-88.5621,33.4569,52,8
"00078",-88.5808,33.5653,86,8
"00079",-88.5905,33.6022,155,8
"00080",-88.5585,33.44,57,8
"00081",-88.5705,33.5566,144,8
"00082",-88.5512,33.4563,110,8
"00083",-88.5406,33.4254,58,8
"00084",-88.5601,33.5012,162,8
"00085",-88.584,33.6118,157,8
"00086",-88.5737,33.5461,128,8
"00087",-88.5804,33.5846,108,8
"00088",-88.5763,33.5762,184,8
"00089",-88.5768,33.5741,88,8
"00090",-88.5567,33.4703,101,8
"00091",-88.5472,33.4554,60,8
"00092",-88.5601,33.4998,40,8
"00093",-88.5537,33.4804,101,8
"00094",-88.5578,33.519,122,8
"00095",-88.5217,33.417,1,8
"00096",-88.5532,33.4446,77,8
"00097",-88.5691,33.5449,100,8
"00098",-88.5559,33.5146,158,8
"00099",-88.5532,33.4894,141,8
"00100",-88.5657,33.5345,62,8
"END",NA,NA,NA,8
"00001",-88.7197,33.8153,148,9
"00002",-88.7161,33.8017,62,9
"00003",-88.723,33.9187,178,9
"00004",-88.705,33.7225,45,9
"00005",-88.7203,33.858,156,9
"00006",-88.7092,33.8154,118,9
"00007",-88.7089,33.7771,109,9
"00008",-88.7171,33.8599,118,9
"00009",-88.7025,33.7645,85,9
"00010",-88.7049,33.7513,139,9
"00011",-88.7103,33.826,129,9
"00012",-88.6988,33.7634,110,9
"00013",-88.7158,33.8632,147,9
"00014",-88.7105,33.8044,96,9
"00015",-88.7073,33.8239,80,9
"00016",-88.7117,33.8479,141,9
"00017",-88.7023,33.8103,185,9
"00018",-88.687,33.6615,126,9
"00019",-88.7117,33.8265,125,9
"00020",-88.6991,33.7759,125,9
"00021",-88.6977,33.7807,99,9
"00022",-88.6913,33.7555,116,9
"00023",-88.6934,33.7498,62,9
"00024",-88.7023,33.8381,149,9
"00025",-88.7039,33.8241,128,9
"00026",-88.7033,33.8028,126,9
"00027",-88.6822,33.6685,110,9
"00028",-88.6821,33.6466,105,9
"00029",-88.6946,33.7662,106,9
"00030",-88.7092,33.8814,169,9
"00031",-88.6698,33.6522,86,9
"00032",-88.6956,33.8027,168,9
"00033",-88.6627,33.6142,59,9
"00034",-88.6787,33.7082,75,9
"00035",-88.6899,33.6867,78,9
"00036",-88.6738,33.6477,95,9
"00037",-88.6815,33.74,98,9
"00038",-88.6607,33.6664,37,9
"00039",-88.6817,33.668,88,9
"00040",-88.6846,33.7458,91,9
"00041",-88.6861,33.804,129,9
"00042",-88.6859,33.7712,126,9
"00043",-88.6633,33.6427,58,9
"00044",-88.6707,33.7145,26,9
"00045",-88.6799,33.7187,59,9
"00046",-88.6437,33.6228,34,9
"00047",-88.6783,33.7525,65,9
"00048",-88.6867,33.8216,132,9
"00049",-88.685,33.7425,91,9
"00050",-88.6773,33.7543,145,9
"00051",-88.674,33.7513,150,9
"00052",-88.6683,33.7186,143,9
"00053",-88.6764,33.7068,117,9
"00054",-88.6775,33.7989,133,9
"00055",-88.6701,33.7263,99,9
"00056",-88.6739,33.7624,110,9
"00057",-88.6741,33.7603,170,9
"00058",-88.6818,33.7966,97,9
"00059",-88.6754,33.7499,119,9
"00060",-88.6816,33.7738,109,9
"00061",-88.6583,33.6974,138,9
"00062",-88.6788,33.8178,110,9
"00063",-88.649,33.622,114,9
"00064",-88.6622,33.7209,135,9
"00065",-88.6625,33.714,149,9
"00066",-88.6692,33.7788,132,9
"00067",-88.6561,33.7009,126,9
"00068",-88.6047,33.5387,39,9
"00069",-88.6808,33.8488,149,9
"00070",-88.6417,33.6022,92,9
"00071",-88.6716,33.8317,124,9
"00072",-88.6447,33.628,90,9
"00073",-88.6459,33.6607,38,9
"00074",-88.6349,33.582,111,9
"00075",-88.6478,33.6365,135,9
"00076",-88.6426,33.6776,17,9
"00077",-88.6335,33.5788,76,9
"00078",-88.654,33.7053,78,9
"00079",-88.6648,33.7716,134,9
"00080",-88.633,33.5625,59,9
"00081",-88.6459,33.7199,153,9
"00082",-88.6296,33.6024,111,9
"00083",-88.616,33.5471,80,9
"00084",-88.639,33.6681,144,9
"00085",-88.6581,33.781,108,9
"00086",-88.6494,33.7038,118,9
"00087",-88.6547,33.7347,64,9
"00088",-88.6524,33.7533,192,9
"00089",-88.6502,33.714,62,9
"00090",-88.6343,33.6121,79,9
"00091",-88.62,33.5797,63,9
"00092",-88.6253,33.6203,40,9
"00093",-88.6303,33.6224,91,9
"00094",-88.6349,33.6717,92,9
"00095",-88.5787,33.5182,1,9
"00096",-88.6332,33.5739,79,9
"00097",-88.6443,33.6903,106,9
"00098",-88.6335,33.6818,94,9
"00099",-88.6325,33.649,155,9
"00100",-88.6368,33.6631,86,9
"END",NA,NA,NA,9
"00001",-88.7807,33.9881,160,10
"00002",-88.7728,33.9428,86,10
"00003",-88.7773,34.1031,169,10
"00004",-88.7578,33.8537,45,10
"00005",-88.7781,34.0342,141,10
"00006",-88.7675,33.9777,117,10
"00007",-88.7706,33.9358,79,10
"00008",-88.7751,34.023,95,10
"00009",-88.7634,33.9119,118,10
"00010",-88.7664,33.9176,117,10
"00011",-88.7697,33.9933,133,10
"00012",-88.7614,33.9217,102,10
"00013",-88.7735,34.0371,147,10
"00014",-88.7712,33.9584,114,10
"00015",-88.7666,33.9729,43,10
"00016",-88.7703,34.0198,119,10
"00017",-88.7617,33.9935,181,10
"00018",-88.7536,33.82,135,10
"00019",-88.771,33.9917,97,10
"00020",-88.7594,33.9397,134,10
"00021",-88.7589,33.9342,78,10
"00022",-88.7534,33.9154,119,10
"00023",-88.7519,33.889,57,10
"00024",-88.7617,34.0122,145,10
"00025",-88.7631,33.9897,132,10
"00026",-88.7642,33.9683,139,10
"00027",-88.7469,33.8236,99,10
"00028",-88.7496,33.7963,110,10
"00029",-88.7565,33.9217,104,10
"00030",-88.7665,34.0626,160,10
"00031",-88.7366,33.7946,76,10
"00032",-88.7566,33.9806,145,10
"00033",-88.7271,33.7453,99,10
"00034",-88.7424,33.8494,63,10
"00035",-88.756,33.8264,43,10
"00036",-88.7433,33.7937,100,10
"00037",-88.7449,33.8911,100,10
"00038",-88.7155,33.7918,44,10
"00039",-88.7498,33.8117,95,10
"00040",-88.7466,33.8958,76,10
"00041",-88.7475,33.9705,148,10
"00042",-88.7491,33.9348,110,10
"00043",-88.7276,33.775,38,10
"00044",-88.7174,33.8378,5,10
"00045",-88.7397,33.8543,80,10
"00046",-88.6974,33.7454,64,10
"00047",-88.7368,33.8948,59,10
"00048",-88.7459,33.9892,118,10
"00049",-88.7476,33.8915,98,10
"00050",-88.7381,33.9253,141,10
"00051",-88.7374,33.9217,168,10
"00052",-88.7323,33.8855,126,10
"00053",-88.7432,33.8658,133,10
"00054",-88.7363,33.9665,141,10
"00055",-88.7338,33.8768,109,10
"00056",-88.7375,33.921,109,10
"00057",-88.7361,33.9369,152,10
"00058",-88.7443,33.9509,87,10
"00059",-88.7374,33.9103,105,10
"00060",-88.7433,33.9308,100,10
"00061",-88.7244,33.8619,133,10
"00062",-88.7394,33.978,54,10
"00063",-88.718,33.7759,111,10
"00064",-88.727,33.8866,127,10
"00065",-88.7272,33.8832,145,10
"00066",-88.732,33.9457,92,10
"00067",-88.7209,33.8619,100,10
"00068",-88.6655,33.6574,77,10
"00069",-88.7404,34.0231,126,10
"00070",-88.7113,33.7448,87,10
"00071",-88.7312,33.9978,125,10
"00072",-88.7112,33.7699,105,10
"00073",-88.7025,33.7879,62,10
"00074",-88.7052,33.7325,107,10
"00075",-88.7148,33.7995,123,10
"00076",-88.6866,33.7952,1,10
"00077",-88.7028,33.7114,53,10
"00078",-88.7176,33.8469,60,10
"00079",-88.7272,33.9382,115,10
"00080",-88.6993,33.6899,90,10
"00081",-88.7104,33.8911,136,10
"00082",-88.6998,33.7525,132,10
"00083",-88.6881,33.6811,64,10
"00084",-88.7057,33.8335,156,10
"00085",-88.7183,33.9377,86,10
"00086",-88.7145,33.8613,78,10
"00087",-88.7148,33.8733,41,10
"00088",-88.7159,33.9365,193,10
"00089",-88.7097,33.849,43,10
"00090",-88.702,33.7471,85,10
"00091",-88.686,33.7103,57,10
"00092",-88.6825,33.7447,54,10
"00093",-88.6976,33.7655,98,10
"00094",-88.702,33.8174,51,10
"00095",-88.6284,33.6221,14,10
"00096",-88.7056,33.7087,30,10
"00097",-88.7104,33.8423,100,10
"00098",-88.6988,33.8291,64,10
"00099",-88.7001,33.8176,130,10
"00100",-88.7043,33.8059,83,10
"END",NA,NA,NA,10
"00001",-88.8296,34.1679,152,11
"00002",-88.8251,34.0973,9,11
"00003",-88.819,34.2883,147,11
"00004",-88.8015,33.9902,53,11
"00005",-88.8237,34.2098,152,11
"00006",-88.8161,34.1451,110,11
"00007",-88.8215,34.0874,84,11
"00008",-88.8224,34.183,57,11
"00009",-88.8141,34.0764,79,11
"00010",-88.8169,34.081,66,11
"00011",-88.8173,34.1659,76,11
"00012",-88.8141,34.082,128,11
"00013",-88.819,34.215,137,11
"00014",-88.8215,34.1236,118,11
"00015",-88.8047,34.1145,21,11
"00016",-88.8174,34.1881,97,11
"00017",-88.8082,34.1797,178,11
"00018",-88.8093,33.9866,129,11
"00019",-88.8195,34.1527,98,11
"00020",-88.8092,34.1098,128,11
"00021",-88.8093,34.0842,74,11
"00022",-88.8041,34.0807,64,11
"00023",-88.7989,34.031,50,11
"00024",-88.8089,34.1892,124,11
"00025",-88.8111,34.1601,128,11
"00026",-88.8134,34.143,155,11
"00027",-88.8017,33.9786,113,11
"00028",-88.8078,33.9535,81,11
"00029",-88.808,34.0812,77,11
"00030",-88.8109,34.2449,168,11
"00031",-88.7929,33.9373,88,11
"00032",-88.8056,34.1563,107,11
"00033",-88.7879,33.8964,89,11
"00034",-88.7933,33.9924,54,11
"00035",-88.8029,33.9616,59,11
"00036",-88.8022,33.9468,89,11
"00037",-88.7978,34.0491,57,11
"00038",-88.7639,33.9254,29,11
"00039",-88.8086,33.9632,99,11
"00040",-88.7986,34.044,69,11
"00041",-88.7967,34.1466,141,11
"00042",-88.8014,34.097,117,11
"00043",-88.7753,33.9048,25,11
"00044",-88.7457,33.9566,22,11
"00045",-88.7961,34.0013,54,11
"00046",-88.7516,33.8832,74,11
"00047",-88.7844,34.0401,44,11
"00048",-88.7939,34.1565,115,11
"00049",-88.8006,34.0474,75,11
"00050",-88.7876,34.0997,148,11
"00051",-88.7889,34.1016,156,11
"00052",-88.7858,34.052,165,11
"00053",-88.7984,34.0345,138,11
"00054",-88.7841,34.1405,110,11
"00055",-88.7872,34.037,111,11
"00056",-88.7911,34.0833,107,11
"00057",-88.7861,34.1132,165,11
"00058",-88.7957,34.1068,53,11
"00059",-88.7886,34.0711,97,11
"00060",-88.7947,34.0889,56,11
"00061",-88.779,34.0289,108,11
"00062",-88.7831,34.1243,3,11
"00063",-88.7758,33.9336,126,11
"00064",-88.78,34.0536,137,11
"00065",-88.7801,34.0561,137,11
"00066",-88.7841,34.1034,151,11
"00067",-88.7754,34.0183,88,11
"00068",-88.7299,33.7943,75,11
"00069",-88.7872,34.1946,119,11
"00070",-88.7719,33.8902,69,11
"00071",-88.781,34.1676,114,11
"00072",-88.7678,33.9242,103,11
"00073",-88.758,33.9273,42,11
"00074",-88.7641,33.886,88,11
"00075",-88.7709,33.9615,124,11
"00076",-88.7173,33.9117,38,11
"00077",-88.757,33.8409,86,11
"00078",-88.7669,33.9884,34,11
"00079",-88.7782,34.1029,98,11
"00080",-88.762,33.8352,100,11
"00081",-88.7638,34.0614,134,11
"00082",-88.7602,33.9156,137,11
"00083",-88.7477,33.8155,65,11
"00084",-88.7602,34.0073,159,11
"00085",-88.7686,34.0917,103,11
"00086",-88.7693,34.0079,85,11
"00087",-88.7581,34.0106,37,11
"00088",-88.7666,34.1235,180,11
"00089",-88.7535,33.9835,51,11
"00090",-88.7619,33.8903,87,11
"00091",-88.7421,33.8436,33,11
"00092",-88.7357,33.8783,37,11
"00093",-88.7543,33.9161,83,11
"00094",-88.7511,33.953,42,11
"00095",-88.6704,33.7313,12,11
"00096",-88.7523,33.8319,32,11
"00097",-88.7652,33.9981,44,11
"00098",-88.7498,33.9701,97,11
"00099",-88.7567,33.9813,104,11
"00100",-88.7617,33.9517,121,11
"END",NA,NA,NA,11
"00001",-88.8657,34.3495,155,12
"00002",-88.8339,34.2268,8,12
"00003",-88.8485,34.4725,142,12
"00004",-88.8374,34.1336,69,12
"00005",-88.8565,34.3929,138,12
"00006",-88.8529,34.3147,112,12
"00007",-88.8621,34.2467,96,12
"00008",-88.8534,34.3359,74,12
"00009",-88.8549,34.2326,74,12
"00010",-88.8533,34.2325,64,12
"00011",-88.855,34.3249,34,12
"00012",-88.8542,34.2542,87,12
"00013",-88.8521,34.3941,161,12
"00014",-88.8608,34.2945,113,12
"00015",-88.8199,34.2505,24,12
"00016",-88.8531,34.3537,93,12
"00017",-88.8407,34.3678,183,12
"00018",-88.8539,34.1555,115,12
"00019",-88.8569,34.3185,120,12
"00020",-88.8474,34.2826,140,12
"00021",-88.849,34.2383,107,12
"00022",-88.8397,34.2318,28,12
"00023",-88.8336,34.1752,96,12
"00024",-88.8447,34.3636,115,12
"00025",-88.8472,34.335,137,12
"00026",-88.8506,34.3249,149,12
"00027",-88.8459,34.1437,86,12
"00028",-88.8545,34.1037,63,12
"00029",-88.8497,34.236,45,12
"00030",-88.8423,34.4329,118,12
"00031",-88.8399,34.0911,6,12
"00032",-88.8435,34.3259,69,12
"00033",-88.8376,34.0478,65,12
"00034",-88.8315,34.1381,40,12
"00035",-88.8455,34.1067,35,12
"00036",-88.8507,34.1014,86,12
"00037",-88.8346,34.1982,73,12
"00038",-88.7948,34.0568,27,12
"00039",-88.8554,34.1213,114,12
"00040",-88.8378,34.195,16,12
"00041",-88.8336,34.3248,134,12
"00042",-88.8406,34.2664,112,12
"00043",-88.8065,34.0334,48,12
"00044",-88.7715,34.0859,56,12
"00045",-88.8341,34.1452,48,12
"00046",-88.8006,34.0296,55,12
"00047",-88.8164,34.1852,76,12
"00048",-88.8307,34.3269,118,12
"00049",-88.8425,34.1997,68,12
"00050",-88.8255,34.2797,117,12
"00051",-88.8268,34.2822,113,12
"00052",-88.8267,34.234,148,12
"00053",-88.8412,34.209,152,12
"00054",-88.8203,34.31,142,12
"00055",-88.8295,34.2022,100,12
"00056",-88.8328,34.2492,94,12
"00057",-88.8238,34.2967,177,12
"00058",-88.8286,34.2575,64,12
"00059",-88.8276,34.2336,124,12
"00060",-88.8275,34.2381,82,12
"00061",-88.8223,34.1929,98,12
"00062",-88.7911,34.256,6,12
"00063",-88.8224,34.1008,125,12
"00064",-88.8201,34.2278,118,12
"00065",-88.8218,34.2307,127,12
"00066",-88.8239,34.2841,128,12
"00067",-88.8192,34.1743,68,12
"00068",-88.7842,33.9349,34,12
"00069",-88.8233,34.3678,88,12
"00070",-88.8191,34.0356,97,12
"00071",-88.8188,34.3382,117,12
"00072",-88.8149,34.0821,99,12
"00073",-88.7964,34.064,30,12
"00074",-88.8146,34.0363,67,12
"00075",-88.8161,34.1284,113,12
"00076",-88.752,34.0449,47,12
"00077",-88.8091,33.9869,112,12
"00078",-88.794,34.1256,36,12
"00079",-88.8184,34.2661,105,12
"00080",-88.8143,33.9885,116,12
"00081",-88.8055,34.2348,153,12
"00082",-88.8087,34.085,115,12
"00083",-88.7987,33.9555,48,12
"00084",-88.8017,34.1853,144,12
"00085",-88.8074,34.256,123,12
"00086",-88.8138,34.1641,127,12
"00087",-88.7902,34.1515,36,12
"00088",-88.8042,34.3101,171,12
"00089",-88.7901,34.125,59,12
"00090",-88.8116,34.0392,92,12
"00091",-88.7784,33.9727,46,12
"00092",-88.773,34.0084,53,12
"00093",-88.8018,34.0663,68,12
"00094",-88.7856,34.0907,59,12
"00095",-88.7027,33.842,37,12
"00096",-88.7898,33.96,57,12
"00097",-88.7985,34.1391,25,12
"00098",-88.7935,34.1278,106,12
"00099",-88.8015,34.1417,124,12
"00100",-88.8096,34.1159,116,12
"END",NA,NA,NA,12
"00001",-88.8948,34.5351,153,13
"00002",-88.8407,34.3616,16,13
"00003",-88.8712,34.658,171,13
"00004",-88.8764,34.2881,79,13
"00005",-88.8845,34.5755,128,13
"00006",-88.8848,34.4893,117,13
"00007",-88.8976,34.4134,107,13
"00008",-88.8867,34.4983,80,13
"00009",-88.891,34.3933,98,13
"00010",-88.8873,34.3889,74,13
"00011",-88.8723,34.4773,18,13
"00012",-88.8911,34.4182,92,13
"00013",-88.8783,34.5805,143,13
"00014",-88.895,34.4682,124,13
"00015",-88.8349,34.3938,73,13
"00016",-88.8846,34.5239,87,13
"00017",-88.8659,34.5584,180,13
"00018",-88.8926,34.3229,119,13
"00019",-88.8892,34.4942,115,13
"00020",-88.8797,34.4621,122,13
"00021",-88.8835,34.4073,112,13
"00022",-88.8576,34.3779,13,13
"00023",-88.8731,34.3373,96,13
"00024",-88.8757,34.5403,112,13
"00025",-88.8772,34.5152,139,13
"00026",-88.8817,34.5079,126,13
"00027",-88.8861,34.3041,91,13
"00028",-88.8918,34.2535,74,13
"00029",-88.8748,34.3863,42,13
"00030",-88.8698,34.6136,114,13
"00031",-88.8531,34.2189,23,13
"00032",-88.8748,34.489,45,13
"00033",-88.8818,34.1973,62,13
"00034",-88.86,34.284,86,13
"00035",-88.8724,34.2485,55,13
"00036",-88.8941,34.2606,134,13
"00037",-88.8732,34.3567,77,13
"00038",-88.8216,34.1943,11,13
"00039",-88.8967,34.2897,125,13
"00040",-88.8486,34.3329,13,13
"00041",-88.8643,34.505,78,13
"00042",-88.8755,34.4388,105,13
"00043",-88.8438,34.1769,45,13
"00044",-88.8091,34.2341,41,13
"00045",-88.8667,34.2934,53,13
"00046",-88.8395,34.1757,28,13
"00047",-88.8568,34.3444,103,13
"00048",-88.8621,34.5014,116,13
"00049",-88.8781,34.3557,47,13
"00050",-88.8594,34.4541,110,13
"00051",-88.8596,34.4547,112,13
"00052",-88.8604,34.4144,175,13
"00053",-88.8774,34.3894,151,13
"00054",-88.8499,34.4909,145,13
"00055",-88.8663,34.3686,79,13
"00056",-88.8708,34.4152,85,13
"00057",-88.8542,34.4841,152,13
"00058",-88.8623,34.4165,46,13
"00059",-88.8616,34.4077,116,13
"00060",-88.8646,34.4005,29,13
"00061",-88.8604,34.3578,100,13
"00062",-88.7951,34.3938,41,13
"00063",-88.8631,34.271,126,13
"00064",-88.8555,34.4005,110,13
"00065",-88.8573,34.4066,127,13
"00066",-88.8578,34.4619,130,13
"00067",-88.8556,34.329,34,13
"00068",-88.8183,34.0661,32,13
"00069",-88.8565,34.5373,88,13
"00070",-88.8648,34.1953,106,13
"00071",-88.8504,34.5139,124,13
"00072",-88.8569,34.2439,44,13
"00073",-88.8252,34.2006,9,13
"00074",-88.8589,34.1842,114,13
"00075",-88.8566,34.2962,109,13
"00076",-88.7868,34.1864,16,13
"00077",-88.8557,34.1477,122,13
"00078",-88.8193,34.2697,58,13
"00079",-88.8534,34.4356,52,13
"00080",-88.861,34.1513,113,13
"00081",-88.8399,34.4158,172,13
"00082",-88.851,34.2516,108,13
"00083",-88.8394,34.0956,57,13
"00084",-88.8379,34.3624,114,13
"00085",-88.8407,34.4307,107,13
"00086",-88.8515,34.3369,108,13
"00087",-88.8184,34.2982,47,13
"00088",-88.8349,34.4966,176,13
"00089",-88.827,34.2748,55,13
"00090",-88.8564,34.1942,99,13
"00091",-88.8179,34.1129,36,13
"00092",-88.8129,34.1507,57,13
"00093",-88.8426,34.2167,46,13
"00094",-88.823,34.2397,37,13
"00095",-88.7452,33.9707,42,13
"00096",-88.8354,34.1025,61,13
"00097",-88.8197,34.2772,41,13
"00098",-88.8316,34.2928,72,13
"00099",-88.8417,34.3119,95,13
"00100",-88.8513,34.2829,113,13
"END",NA,NA,NA,13
"00001",-88.9235,34.7217,121,14
"00002",-88.859,34.5079,8,14
"00003",-88.8925,34.85,184,14
"00004",-88.9203,34.4498,74,14
"00005",-88.9142,34.758,127,14
"00006",-88.9177,34.6672,100,14
"00007",-88.9332,34.5862,110,14
"00008",-88.9226,34.6669,78,14
"00009",-88.9294,34.564,82,14
"00010",-88.9282,34.5528,97,14
"00011",-88.8852,34.631,25,14
"00012",-88.9298,34.588,89,14
"00013",-88.9051,34.7652,120,14
"00014",-88.9295,34.6466,124,14
"00015",-88.8743,34.5566,72,14
"00016",-88.9185,34.6958,93,14
"00017",-88.8907,34.7489,165,14
"00018",-88.9317,34.495,132,14
"00019",-88.9225,34.6719,125,14
"00020",-88.9134,34.6394,140,14
"00021",-88.9193,34.5803,138,14
"00022",-88.8722,34.525,7,14
"00023",-88.9147,34.5036,122,14
"00024",-88.9075,34.7193,96,14
"00025",-88.907,34.6978,135,14
"00026",-88.915,34.6885,132,14
"00027",-88.9277,34.4702,107,14
"00028",-88.9357,34.4116,74,14
"00029",-88.9019,34.5425,40,14
"00030",-88.899,34.7963,125,14
"00031",-88.8822,34.3617,6,14
"00032",-88.9013,34.6508,32,14
"00033",-88.9269,34.3514,100,14
"00034",-88.9045,34.4474,109,14
"00035",-88.9121,34.4027,66,14
"00036",-88.9362,34.4363,139,14
"00037",-88.9152,34.5212,105,14
"00038",-88.8442,34.3308,25,14
"00039",-88.938,34.4637,134,14
"00040",-88.8635,34.4774,9,14
"00041",-88.9009,34.6758,98,14
"00042",-88.9115,34.6129,126,14
"00043",-88.8831,34.3248,65,14
"00044",-88.8443,34.3844,29,14
"00045",-88.9051,34.4489,63,14
"00046",-88.873,34.3195,32,14
"00047",-88.8973,34.5148,97,14
"00048",-88.8945,34.6786,104,14
"00049",-88.9096,34.5125,44,14
"00050",-88.8939,34.6295,95,14
"00051",-88.8933,34.6305,123,14
"00052",-88.8921,34.601,162,14
"00053",-88.9131,34.572,144,14
"00054",-88.8805,34.6747,172,14
"00055",-88.9071,34.5339,83,14
"00056",-88.9109,34.5831,90,14
"00057",-88.8857,34.6678,142,14
"00058",-88.8931,34.5758,70,14
"00059",-88.8976,34.5817,118,14
"00060",-88.8864,34.5527,26,14
"00061",-88.9,34.5277,118,14
"00062",-88.8232,34.5501,12,14
"00063",-88.9047,34.4436,124,14
"00064",-88.8926,34.5741,94,14
"00065",-88.8928,34.5841,118,14
"00066",-88.892,34.6423,156,14
"00067",-88.8817,34.4803,59,14
"00068",-88.8573,34.2045,58,14
"00069",-88.8928,34.7103,96,14
"00070",-88.9111,34.3606,112,14
"00071",-88.8825,34.6949,149,14
"00072",-88.8923,34.3952,76,14
"00073",-88.8482,34.3352,12,14
"00074",-88.9057,34.3499,131,14
"00075",-88.8983,34.4657,77,14
"00076",-88.8108,34.3232,2,14
"00077",-88.9016,34.3148,114,14
"00078",-88.8582,34.4248,69,14
"00079",-88.8846,34.5968,50,14
"00080",-88.9081,34.3168,142,14
"00081",-88.8724,34.6018,178,14
"00082",-88.8945,34.4193,101,14
"00083",-88.8861,34.2435,55,14
"00084",-88.876,34.5343,113,14
"00085",-88.876,34.6041,112,14
"00086",-88.8919,34.508,123,14
"00087",-88.855,34.4531,49,14
"00088",-88.8645,34.6844,153,14
"00089",-88.8664,34.4299,24,14
"00090",-88.9026,34.3547,82,14
"00091",-88.8569,34.2567,7,14
"00092",-88.8567,34.2999,66,14
"00093",-88.8787,34.3672,20,14
"00094",-88.8561,34.3884,39,14
"00095",-88.7938,34.1075,71,14
"00096",-88.8839,34.2509,64,14
"00097",-88.8542,34.4276,35,14
"00098",-88.872,34.4527,81,14
"00099",-88.8847,34.4784,81,14
"00100",-88.8942,34.4513,81,14
"END",NA,NA,NA,14
"00001",-88.957,34.905,121,15
"00002",-88.8819,34.659,19,15
"00003",-88.9091,35.0418,153,15
"00004",-88.9665,34.615,65,15
"00005",-88.9455,34.9414,106,15
"00006",-88.9549,34.8447,77,15
"00007",-88.9711,34.7628,97,15
"00008",-88.9632,34.839,51,15
"00009",-88.9719,34.7348,65,15
"00010",-88.9708,34.7263,102,15
"00011",-88.9099,34.7932,39,15
"00012",-88.9708,34.7605,95,15
"00013",-88.9355,34.9486,100,15
"00014",-88.9656,34.8272,119,15
"00015",-88.9173,34.7229,76,15
"00016",-88.9551,34.8732,80,15
"00017",-88.9178,34.9371,163,15
"00018",-88.9715,34.6721,154,15
"00019",-88.9566,34.8535,114,15
"00020",-88.9473,34.8217,123,15
"00021",-88.9551,34.7606,139,15
"00022",-88.8933,34.6783,37,15
"00023",-88.9561,34.6784,111,15
"00024",-88.9434,34.8981,126,15
"00025",-88.9389,34.8808,127,15
"00026",-88.9493,34.8717,133,15
"00027",-88.9706,34.6432,121,15
"00028",-88.9838,34.574,60,15
"00029",-88.9341,34.7037,52,15
"00030",-88.9298,34.9835,123,15
"00031",-88.9109,34.5073,0,15
"00032",-88.9283,34.8153,37,15
"00033",-88.9773,34.5185,124,15
"00034",-88.9484,34.6188,80,15
"00035",-88.9589,34.5644,78,15
"00036",-88.9782,34.6145,141,15
"00037",-88.9568,34.6948,127,15
"00038",-88.8814,34.4802,12,15
"00039",-88.9799,34.6416,140,15
"00040",-88.8842,34.6275,10,15
"00041",-88.9388,34.8535,77,15
"00042",-88.948,34.7929,107,15
"00043",-88.9323,34.4828,46,15
"00044",-88.8802,34.5374,31,15
"00045",-88.9508,34.6104,74,15
"00046",-88.9143,34.4704,97,15
"00047",-88.9405,34.6871,80,15
"00048",-88.9302,34.8556,115,15
"00049",-88.9468,34.6741,52,15
"00050",-88.9332,34.8048,84,15
"00051",-88.9282,34.8109,112,15
"00052",-88.9247,34.7866,154,15
"00053",-88.9502,34.7536,138,15
"00054",-88.91,34.8631,168,15
"00055",-88.9503,34.7046,101,15
"00056",-88.9526,34.7559,76,15
"00057",-88.9185,34.8512,116,15
"00058",-88.9357,34.7442,45,15
"00059",-88.936,34.7586,134,15
"00060",-88.9143,34.7108,45,15
"00061",-88.9409,34.7039,117,15
"00062",-88.8433,34.7029,11,15
"00063",-88.9481,34.6185,143,15
"00064",-88.9346,34.7475,95,15
"00065",-88.9315,34.7619,119,15
"00066",-88.9253,34.8285,149,15
"00067",-88.9227,34.6433,59,15
"00068",-88.9081,34.3562,65,15
"00069",-88.931,34.8884,104,15
"00070",-88.9582,34.5312,116,15
"00071",-88.9135,34.8813,180,15
