00001, -88.8296,  34.1679,     152.
00002, -88.8251,  34.0973,       9.
00003, -88.8190,  34.2883,     147.
00004, -88.8015,  33.9902,      53.
00005, -88.8237,  34.2098,     152.
00006, -88.8161,  34.1451,     110.
00007, -88.8215,  34.0874,      84.
00008, -88.8224,  34.1830,      57.
00009, -88.8141,  34.0764,      79.
00010, -88.8169,  34.0810,      66.
00011, -88.8173,  34.1659,      76.
00012, -88.8141,  34.0820,     128.
00013, -88.8190,  34.2150,     137.
00014, -88.8215,  34.1236,     118.
00015, -88.8047,  34.1145,      21.
00016, -88.8174,  34.1881,      97.
00017, -88.8082,  34.1797,     178.
00018, -88.8093,  33.9866,     129.
00019, -88.8195,  34.1527,      98.
00020, -88.8092,  34.1098,     128.
00021, -88.8093,  34.0842,      74.
00022, -88.8041,  34.0807,      64.
00023, -88.7989,  34.0310,      50.
00024, -88.8089,  34.1892,     124.
00025, -88.8111,  34.1601,     128.
00026, -88.8134,  34.1430,     155.
00027, -88.8017,  33.9786,     113.
00028, -88.8078,  33.9535,      81.
00029, -88.8080,  34.0812,      77.
00030, -88.8109,  34.2449,     168.
00031, -88.7929,  33.9373,      88.
00032, -88.8056,  34.1563,     107.
00033, -88.7879,  33.8964,      89.
00034, -88.7933,  33.9924,      54.
00035, -88.8029,  33.9616,      59.
00036, -88.8022,  33.9468,      89.
00037, -88.7978,  34.0491,      57.
00038, -88.7639,  33.9254,      29.
00039, -88.8086,  33.9632,      99.
00040, -88.7986,  34.0440,      69.
00041, -88.7967,  34.1466,     141.
00042, -88.8014,  34.0970,     117.
00043, -88.7753,  33.9048,      25.
00044, -88.7457,  33.9566,      22.
00045, -88.7961,  34.0013,      54.
00046, -88.7516,  33.8832,      74.
00047, -88.7844,  34.0401,      44.
00048, -88.7939,  34.1565,     115.
00049, -88.8006,  34.0474,      75.
00050, -88.7876,  34.0997,     148.
00051, -88.7889,  34.1016,     156.
00052, -88.7858,  34.0520,     165.
00053, -88.7984,  34.0345,     138.
00054, -88.7841,  34.1405,     110.
00055, -88.7872,  34.0370,     111.
00056, -88.7911,  34.0833,     107.
00057, -88.7861,  34.1132,     165.
00058, -88.7957,  34.1068,      53.
00059, -88.7886,  34.0711,      97.
00060, -88.7947,  34.0889,      56.
00061, -88.7790,  34.0289,     108.
00062, -88.7831,  34.1243,       3.
00063, -88.7758,  33.9336,     126.
00064, -88.7800,  34.0536,     137.
00065, -88.7801,  34.0561,     137.
00066, -88.7841,  34.1034,     151.
00067, -88.7754,  34.0183,      88.
00068, -88.7299,  33.7943,      75.
00069, -88.7872,  34.1946,     119.
00070, -88.7719,  33.8902,      69.
00071, -88.7810,  34.1676,     114.
00072, -88.7678,  33.9242,     103.
00073, -88.7580,  33.9273,      42.
00074, -88.7641,  33.8860,      88.
00075, -88.7709,  33.9615,     124.
00076, -88.7173,  33.9117,      38.
00077, -88.7570,  33.8409,      86.
00078, -88.7669,  33.9884,      34.
00079, -88.7782,  34.1029,      98.
00080, -88.7620,  33.8352,     100.
00081, -88.7638,  34.0614,     134.
00082, -88.7602,  33.9156,     137.
00083, -88.7477,  33.8155,      65.
00084, -88.7602,  34.0073,     159.
00085, -88.7686,  34.0917,     103.
00086, -88.7693,  34.0079,      85.
00087, -88.7581,  34.0106,      37.
00088, -88.7666,  34.1235,     180.
00089, -88.7535,  33.9835,      51.
00090, -88.7619,  33.8903,      87.
00091, -88.7421,  33.8436,      33.
00092, -88.7357,  33.8783,      37.
00093, -88.7543,  33.9161,      83.
00094, -88.7511,  33.9530,      42.
00095, -88.6704,  33.7313,      12.
00096, -88.7523,  33.8319,      32.
00097, -88.7652,  33.9981,      44.
00098, -88.7498,  33.9701,      97.
00099, -88.7567,  33.9813,     104.
00100, -88.7617,  33.9517,     121.
END
