00001, -89.2607,  36.9568,     723.
00002, -89.3205,  36.2807,     772.
00003, -89.5834,  36.6142,     390.
00004, -89.2667,  36.2678,     687.
00005, -88.8922,  36.6856,     412.
00006, -88.8535,  36.7659,     918.
00007, -89.5267,  36.2681,     223.
00008, -88.8613,  36.7585,      33.
00009, -89.3261,  36.4934,     399.
00010, -89.4341,  36.3009,     333.
00011, -89.1499,  36.3448,     651.
00012, -89.2962,  36.3126,     148.
00013, -89.0790,  36.6385,     696.
00014, -89.1741,  36.5542,     393.
00015, -89.1429,  36.3445,     431.
00016, -89.1746,  36.6191,     171.
00017, -88.9746,  36.9527,     399.
00018, -89.2844,  36.2186,     560.
00019, -89.5727,  36.5497,     187.
00020, -89.2196,  36.3342,     258.
00021, -89.3765,  36.2906,     489.
00022, -89.3585,  36.3062,      45.
00023, -89.0930,  36.4572,     486.
00024, -89.0315,  36.6530,     426.
00025, -88.9666,  36.7358,     590.
00026, -89.3097,  36.4364,     318.
00027, -89.4299,  36.1707,     119.
00028, -89.4219,  36.1740,     550.
00029, -89.3417,  36.2592,     361.
00030, -89.1626,  36.7542,     571.
00031, -89.0924,  36.1308,     904.
00032, -89.3543,  36.5784,     317.
00033, -89.4700,  36.0596,     549.
00034, -89.4695,  36.1075,     640.
00035, -89.6078,  35.9443,     510.
00036, -89.4049,  36.3282,     592.
00037, -89.2119,  36.4563,     461.
00038, -89.2941,  36.0333,     136.
00039, -89.5250,  36.0058,      89.
00040, -89.3442,  36.2058,      85.
00041, -89.0436,  36.6810,     542.
00042, -89.4949,  36.3448,     266.
00043, -89.4657,  35.8861,     351.
00044, -89.1776,  36.1495,     558.
00045, -89.4455,  36.1247,      38.
00046, -89.4416,  36.0089,     273.
00047, -89.2417,  36.2866,     237.
00048, -89.1153,  36.5189,     104.
00049, -89.4253,  36.1953,     613.
00050, -89.4620,  36.5420,     699.
00051, -89.0980,  36.7117,     254.
00052, -89.3538,  36.4938,     629.
00053, -89.2639,  36.4490,     559.
00054, -88.9537,  36.6613,     636.
00055, -89.1013,  36.4986,     746.
00056, -89.4631,  36.2740,      37.
00057, -89.2477,  36.5923,     795.
00058, -89.0931,  36.4672,     569.
00059, -88.9619,  36.7316,    1006.
00060, -89.3004,  36.3352,     932.
00061, -89.5218,  36.3144,     483.
00062, -89.2456,  36.1689,     244.
00063, -89.6082,  36.1104,     207.
00064, -89.4015,  36.3243,     466.
00065, -89.0019,  36.5521,     314.
00066, -89.4239,  36.3185,      39.
00067, -89.5960,  36.0285,     228.
00068, -89.1605,  36.0583,     836.
00069, -89.5187,  36.3820,      82.
00070, -89.3659,  36.2413,     308.
00071, -89.2169,  36.4341,     339.
00072, -89.2217,  36.2092,     862.
00073, -89.4796,  35.8120,       4.
00074, -89.1705,  36.2399,     813.
00075, -89.0213,  36.4465,     775.
00076, -89.2371,  36.0428,     481.
00077, -89.2408,  36.2161,     529.
00078, -89.3864,  36.1385,     293.
00079, -89.3426,  36.3391,     375.
00080, -89.3632,  36.1121,      33.
00081, -88.8001,  36.7832,     521.
00082, -89.4520,  36.1033,     423.
00083, -89.2488,  36.0561,     569.
00084, -88.9628,  36.6044,     832.
00085, -88.9971,  36.5240,     601.
00086, -89.0723,  36.4206,     637.
00087, -89.2769,  36.1817,     452.
00088, -88.9405,  36.7377,     398.
00089, -89.2135,  36.1556,      38.
00090, -89.4533,  36.0316,     265.
00091, -89.3024,  35.8985,     715.
00092, -89.3251,  35.9605,      89.
00093, -89.2922,  36.0783,     313.
00094, -89.2216,  36.1081,     282.
00095, -89.4963,  35.6151,     393.
00096, -89.1960,  36.0805,     810.
00097, -89.0755,  36.3510,     394.
00098, -89.4111,  36.1087,      27.
00099, -89.1035,  36.3952,     144.
00100, -89.4611,  36.0613,     340.
END
