00001, -88.7197,  33.8153,     148.
00002, -88.7161,  33.8017,      62.
00003, -88.7230,  33.9187,     178.
00004, -88.7050,  33.7225,      45.
00005, -88.7203,  33.8580,     156.
00006, -88.7092,  33.8154,     118.
00007, -88.7089,  33.7771,     109.
00008, -88.7171,  33.8599,     118.
00009, -88.7025,  33.7645,      85.
00010, -88.7049,  33.7513,     139.
00011, -88.7103,  33.8260,     129.
00012, -88.6988,  33.7634,     110.
00013, -88.7158,  33.8632,     147.
00014, -88.7105,  33.8044,      96.
00015, -88.7073,  33.8239,      80.
00016, -88.7117,  33.8479,     141.
00017, -88.7023,  33.8103,     185.
00018, -88.6870,  33.6615,     126.
00019, -88.7117,  33.8265,     125.
00020, -88.6991,  33.7759,     125.
00021, -88.6977,  33.7807,      99.
00022, -88.6913,  33.7555,     116.
00023, -88.6934,  33.7498,      62.
00024, -88.7023,  33.8381,     149.
00025, -88.7039,  33.8241,     128.
00026, -88.7033,  33.8028,     126.
00027, -88.6822,  33.6685,     110.
00028, -88.6821,  33.6466,     105.
00029, -88.6946,  33.7662,     106.
00030, -88.7092,  33.8814,     169.
00031, -88.6698,  33.6522,      86.
00032, -88.6956,  33.8027,     168.
00033, -88.6627,  33.6142,      59.
00034, -88.6787,  33.7082,      75.
00035, -88.6899,  33.6867,      78.
00036, -88.6738,  33.6477,      95.
00037, -88.6815,  33.7400,      98.
00038, -88.6607,  33.6664,      37.
00039, -88.6817,  33.6680,      88.
00040, -88.6846,  33.7458,      91.
00041, -88.6861,  33.8040,     129.
00042, -88.6859,  33.7712,     126.
00043, -88.6633,  33.6427,      58.
00044, -88.6707,  33.7145,      26.
00045, -88.6799,  33.7187,      59.
00046, -88.6437,  33.6228,      34.
00047, -88.6783,  33.7525,      65.
00048, -88.6867,  33.8216,     132.
00049, -88.6850,  33.7425,      91.
00050, -88.6773,  33.7543,     145.
00051, -88.6740,  33.7513,     150.
00052, -88.6683,  33.7186,     143.
00053, -88.6764,  33.7068,     117.
00054, -88.6775,  33.7989,     133.
00055, -88.6701,  33.7263,      99.
00056, -88.6739,  33.7624,     110.
00057, -88.6741,  33.7603,     170.
00058, -88.6818,  33.7966,      97.
00059, -88.6754,  33.7499,     119.
00060, -88.6816,  33.7738,     109.
00061, -88.6583,  33.6974,     138.
00062, -88.6788,  33.8178,     110.
00063, -88.6490,  33.6220,     114.
00064, -88.6622,  33.7209,     135.
00065, -88.6625,  33.7140,     149.
00066, -88.6692,  33.7788,     132.
00067, -88.6561,  33.7009,     126.
00068, -88.6047,  33.5387,      39.
00069, -88.6808,  33.8488,     149.
00070, -88.6417,  33.6022,      92.
00071, -88.6716,  33.8317,     124.
00072, -88.6447,  33.6280,      90.
00073, -88.6459,  33.6607,      38.
00074, -88.6349,  33.5820,     111.
00075, -88.6478,  33.6365,     135.
00076, -88.6426,  33.6776,      17.
00077, -88.6335,  33.5788,      76.
00078, -88.6540,  33.7053,      78.
00079, -88.6648,  33.7716,     134.
00080, -88.6330,  33.5625,      59.
00081, -88.6459,  33.7199,     153.
00082, -88.6296,  33.6024,     111.
00083, -88.6160,  33.5471,      80.
00084, -88.6390,  33.6681,     144.
00085, -88.6581,  33.7810,     108.
00086, -88.6494,  33.7038,     118.
00087, -88.6547,  33.7347,      64.
00088, -88.6524,  33.7533,     192.
00089, -88.6502,  33.7140,      62.
00090, -88.6343,  33.6121,      79.
00091, -88.6200,  33.5797,      63.
00092, -88.6253,  33.6203,      40.
00093, -88.6303,  33.6224,      91.
00094, -88.6349,  33.6717,      92.
00095, -88.5787,  33.5182,       1.
00096, -88.6332,  33.5739,      79.
00097, -88.6443,  33.6903,     106.
00098, -88.6335,  33.6818,      94.
00099, -88.6325,  33.6490,     155.
00100, -88.6368,  33.6631,      86.
END
